,time,frame_id,msg_name,signals
162,1075,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
163,1080,705,ENG1S01,"[['EACCP', 0.0, '%']]"
164,1085,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
165,1087,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
166,1096,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
167,1106,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
168,1111,705,ENG1S01,"[['EACCP', 0.0, '%']]"
169,1115,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
170,1125,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
171,1135,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
172,1136,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
173,1143,705,ENG1S01,"[['EACCP', 0.0, '%']]"
174,1146,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
175,1156,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
176,1165,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
177,1175,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
178,1176,705,ENG1S01,"[['EACCP', 0.0, '%']]"
179,1183,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
180,1186,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
181,1195,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
182,1205,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
183,1207,705,ENG1S01,"[['EACCP', 0.0, '%']]"
184,1215,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
185,1226,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
186,1231,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
187,1236,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
188,1238,705,ENG1S01,"[['EACCP', 0.0, '%']]"
189,1246,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
190,1255,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
191,1266,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
192,1270,705,ENG1S01,"[['EACCP', 0.0, '%']]"
193,1275,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
194,1279,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
195,1285,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
196,1295,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
197,1302,705,ENG1S01,"[['EACCP', 0.0, '%']]"
198,1306,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
199,1315,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
200,1325,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
201,1327,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
202,1334,705,ENG1S01,"[['EACCP', 0.0, '%']]"
203,1335,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
204,1346,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
205,1355,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
206,1365,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
207,1366,705,ENG1S01,"[['EACCP', 0.0, '%']]"
208,1375,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
209,1376,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
210,1386,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
211,1396,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
212,1397,705,ENG1S01,"[['EACCP', 0.0, '%']]"
213,1406,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
214,1415,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
215,1424,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
216,1426,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
217,1429,705,ENG1S01,"[['EACCP', 0.0, '%']]"
218,1435,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
219,1446,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
220,1456,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
221,1460,705,ENG1S01,"[['EACCP', 0.0, '%']]"
222,1466,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
223,1472,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
224,1475,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
225,1486,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
226,1492,705,ENG1S01,"[['EACCP', 0.0, '%']]"
227,1496,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
228,1506,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
229,1515,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
230,1520,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
231,1524,705,ENG1S01,"[['EACCP', 0.0, '%']]"
232,1526,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
233,1536,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
234,1546,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
235,1555,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
236,1556,705,ENG1S01,"[['EACCP', 0.0, '%']]"
237,1566,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
238,1568,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
239,1575,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
240,1586,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
241,1587,705,ENG1S01,"[['EACCP', 0.0, '%']]"
242,1596,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
243,1606,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
244,1615,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
245,1616,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
246,1619,705,ENG1S01,"[['EACCP', 0.0, '%']]"
247,1626,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
248,1636,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
249,1646,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
250,1651,705,ENG1S01,"[['EACCP', 0.0, '%']]"
251,1656,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
252,1664,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
253,1666,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
254,1675,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
255,1683,705,ENG1S01,"[['EACCP', 0.0, '%']]"
256,1686,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
257,1696,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
258,1706,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
259,1713,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
260,1714,705,ENG1S01,"[['EACCP', 0.0, '%']]"
261,1715,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
262,1726,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
263,1736,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
264,1746,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
265,1746,705,ENG1S01,"[['EACCP', 0.0, '%']]"
266,1756,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
267,1760,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
268,1766,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
269,1776,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
270,1778,705,ENG1S01,"[['EACCP', 0.0, '%']]"
271,1786,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
272,1796,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
273,1806,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
274,1809,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
275,1810,705,ENG1S01,"[['EACCP', 0.0, '%']]"
276,1816,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
277,1826,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
278,1836,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
279,1841,705,ENG1S01,"[['EACCP', 0.0, '%']]"
280,1846,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
281,1856,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
282,1857,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
283,1866,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
284,1873,705,ENG1S01,"[['EACCP', 0.0, '%']]"
285,1876,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
286,1886,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
287,1896,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
288,1905,705,ENG1S01,"[['EACCP', 0.0, '%']]"
289,1906,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
290,1906,832,ENG1S05,"[['WSTL', 1.0, ''], ['VNCC', 0.0, 'km/h']]"
291,1916,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
292,1926,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
293,1936,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
