,frame_id,time,data,dlc,flags,msg_name,msg_comment,signals
686,37,5221,bytearray(b'\x00\x05 \x03\xd0\x01\x00&'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
687,37,5231,bytearray(b'\x00\x05 \x03\xd0\x01\x00&'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
688,705,5236,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
689,37,5241,bytearray(b'\x00\x05 \x03\xd0\x01\x00&'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
690,37,5251,bytearray(b'\x00\x05 \x03\xd0\x01\x00&'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
691,37,5261,bytearray(b'\x00\x05 \x03\xd0\x01\x00&'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
692,705,5268,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
693,37,5271,bytearray(b'\x00\x05 \x03\xc0\x01\x00\x16'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
694,37,5281,bytearray(b'\x00\x05 \x03\xc0\x01\x00\x16'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
695,37,5291,bytearray(b'\x00\x05 \x03\xc0\x01\x00\x16'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
696,705,5300,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
697,37,5301,bytearray(b'\x00\x05 \x03\xc0\x01\x00\x16'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
698,37,5311,bytearray(b'\x00\x05 \x03\xb0\x01\x00\x06'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
699,37,5321,bytearray(b'\x00\x05 \x03\xb0\x01\x00\x06'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
700,37,5331,bytearray(b'\x00\x05 \x03\xb0\x01\x00\x06'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
701,705,5332,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
702,37,5341,bytearray(b'\x00\x05 \x03\xb0\x01\x00\x06'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
703,37,5351,bytearray(b'\x00\x05 \x03\xb0\x01\x00\x06'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
704,37,5361,bytearray(b'\x00\x05 \x03\xb0\x01\x00\x06'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
705,705,5363,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
706,37,5371,bytearray(b'\x00\x05 \x03\xa0\x00\x00\xf5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
707,37,5381,bytearray(b'\x00\x05 \x03\xa0\x00\x00\xf5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
708,37,5391,bytearray(b'\x00\x05 \x03\xa0\x00\x00\xf5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
709,705,5395,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
710,37,5401,bytearray(b'\x00\x05 \x03\xa0\x00\x00\xf5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
711,37,5411,bytearray(b'\x00\x05 \x03\xa0\x00\x00\xf5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
712,37,5421,bytearray(b'\x00\x05 \x03\xa0\x00\x00\xf5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
713,705,5427,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
714,37,5431,bytearray(b'\x00\x05 \x03\x90\x00\x00\xe5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
715,37,5441,bytearray(b'\x00\x05 \x03\x90\x00\x00\xe5'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
716,37,5451,bytearray(b'\x00\x04 \x03p\x00\x00\xc4'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
717,705,5459,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
718,37,5461,bytearray(b'\x00\x04 \x03p\x00\x00\xc4'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
719,37,5471,bytearray(b'\x00\x04 \x03p\x00\x00\xc4'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
720,37,5481,bytearray(b'\x00\x04 \x03`\x00\x00\xb4'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
721,37,5491,bytearray(b'\x00\x04 \x03`\x00\x00\xb4'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
722,705,5491,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
723,37,5501,bytearray(b'\x00\x04 \x03P\x00\x00\xa4'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
724,37,5510,bytearray(b'\x00\x04 \x03@\x00\x00\x94'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
725,37,5521,bytearray(b'\x00\x04 \x03@\x00\x00\x94'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
726,705,5522,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
727,37,5531,bytearray(b'\x00\x04 \x03@\x00\x00\x94'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
728,37,5542,bytearray(b'\x00\x04 \x030\x00\x00\x84'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
729,37,5550,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
730,705,5554,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
731,37,5561,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
732,37,5570,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
733,37,5581,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
734,705,5585,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
735,37,5591,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
736,37,5601,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
737,37,5610,bytearray(b'\x00\x04 \x03 \x00\x00t'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
738,705,5617,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
739,37,5621,bytearray(b'\x00\x04 \x03/\xfd\x00\x80'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
740,37,5630,bytearray(b'\x00\x04 \x03/\xfd\x00\x80'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
741,37,5640,bytearray(b'\x00\x04 \x03/\xfd\x00\x80'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
742,705,5649,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
743,37,5650,bytearray(b'\x00\x04 \x03/\xfd\x00\x80'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
744,37,5661,bytearray(b'\x00\x04 \x03/\xfd\x00\x80'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
745,37,5671,bytearray(b'\x00\x04 \x03/\xfd\x00\x80'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
746,37,5681,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
747,705,5681,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
748,37,5690,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
749,37,5701,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
750,37,5710,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
751,705,5712,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
752,37,5720,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
753,37,5730,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
754,37,5741,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
755,705,5744,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
756,37,5750,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
757,37,5761,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
758,37,5771,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
759,705,5776,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
760,37,5781,bytearray(b'\x00\x04 \x03\x1f\xfd\x00p'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
761,37,5790,bytearray(b'\x00\x04 \x03\x0f\xfe\x00a'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
762,37,5800,bytearray(b'\x00\x04 \x03\x0f\xfe\x00a'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
763,705,5808,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
764,37,5810,bytearray(b'\x00\x04 \x03\x0f\xfe\x00a'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
765,37,5821,bytearray(b'\x00\x04 \x03\x0f\xfe\x00a'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
766,37,5830,bytearray(b'\x00\x04 \x03\xff\xfe\x00Q'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
767,705,5839,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
768,37,5840,bytearray(b'\x00\x04 \x03\xff\xfe\x00Q'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
769,37,5851,bytearray(b'\x00\x04 \x03\xff\xfe\x00Q'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
770,37,5861,bytearray(b'\x00\x04 \x03\xff\xfe\x00Q'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
771,37,5870,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
772,705,5871,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
773,37,5881,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
774,37,5890,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
775,37,5901,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
776,705,5903,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
777,37,5911,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
778,37,5921,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
779,37,5930,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
780,705,5935,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
781,37,5941,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
782,37,5951,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
783,37,5960,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
784,705,5966,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
785,37,5971,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
786,37,5981,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
787,37,5990,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
788,705,5998,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
789,37,6000,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
790,37,6011,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
791,37,6021,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
792,37,6030,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
793,705,6031,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
794,37,6041,bytearray(b'\x00\x04 \x03\xff\xff\x00R'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
795,37,6050,bytearray(b'\x00\x04 \x03\xef\xff\x00B'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
796,37,6061,bytearray(b'\x00\x04 \x03\xef\xff\x00B'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
797,705,6062,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
798,37,6071,bytearray(b'\x00\x04 \x03\xef\xff\x00B'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
799,37,6080,bytearray(b'\x00\x04 \x03\xef\xff\x00B'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
800,37,6090,bytearray(b'\x00\x04 \x03\xef\xff\x00B'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
801,705,6093,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
802,37,6101,bytearray(b'\x00\x04 \x03\xdf\xff\x002'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
803,37,6111,"bytearray(b'\x00\x04 \x03\xcf\xff\x00""')",8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
804,37,6120,"bytearray(b'\x00\x04 \x03\xcf\xff\x00""')",8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
805,705,6125,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
806,37,6130,"bytearray(b'\x00\x04 \x03\xcf\xff\x00""')",8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
807,37,6141,bytearray(b'\x00\x04 \x03\xbf\xff\x00\x12'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
808,37,6150,bytearray(b'\x00\x04 \x03\xbf\xff\x00\x12'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
809,705,6157,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
810,37,6161,bytearray(b'\x00\x04 \x03\xbf\xff\x00\x12'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
811,37,6171,bytearray(b'\x00\x04 \x03\xbf\xff\x00\x12'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
812,37,6181,bytearray(b'\x00\x04 \x03\xbf\xff\x00\x12'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
813,705,6189,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
814,37,6190,bytearray(b'\x00\x04 \x03\xbf\xff\x00\x12'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
815,37,6201,bytearray(b'\x00\x04 \x03\xaf\xff\x00\x02'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
816,37,6211,bytearray(b'\x00\x04 \x03\xaf\xff\x00\x02'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
817,705,6221,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
818,37,6221,bytearray(b'\x00\x04 \x03\xaf\xff\x00\x02'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
819,37,6231,bytearray(b'\x00\x04 \x03\xaf\xff\x00\x02'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
820,37,6241,bytearray(b'\x00\x04 \x03\x9f\xff\x00\xf2'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
821,37,6251,bytearray(b'\x00\x04 \x03\x9f\xff\x00\xf2'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
822,705,6252,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
823,37,6261,bytearray(b'\x00\x04 \x03\x9f\xff\x00\xf2'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
824,37,6271,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
825,37,6281,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
826,705,6284,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
827,37,6291,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
828,37,6301,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
829,37,6311,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
830,705,6316,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
831,37,6320,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
832,37,6331,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
833,37,6341,bytearray(b'\x00\x03 \x03\x7f\xff\x00\xd1'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
834,705,6347,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
835,37,6351,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
836,37,6361,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
837,37,6371,bytearray(b'\x00\x03 \x03o\xfe\x00\xc0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
838,705,6379,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
839,37,6381,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
840,37,6391,bytearray(b'\x00\x03 \x03o\xfe\x00\xc0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
841,37,6401,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
842,705,6411,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
843,37,6411,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
844,37,6421,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
845,37,6431,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
846,37,6441,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
847,705,6443,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
848,37,6451,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
849,37,6461,bytearray(b'\x00\x03 \x03o\xfe\x00\xc0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
850,37,6471,bytearray(b'\x00\x03 \x03\x7f\xfe\x00\xd0'),8,2,STR1S01,,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
851,705,6475,bytearray(b'\x08\x02\xab\xfc`\xff\x00\xdb'),8,2,ENG1S01,,"[['EACCP', 0.0, '%']]"
