,time,frame_id,msg_name,signals
839,5522,705,ENG1S01,"[['EACCP', 15.5, '%']]"
840,5524,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -456.0, 'deg']]"
841,5527,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.15625, 'km/h']]"
842,5534,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -456.0, 'deg']]"
843,5545,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -454.5, 'deg']]"
844,5554,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -454.5, 'deg']]"
845,5554,705,ENG1S01,"[['EACCP', 16.5, '%']]"
846,5564,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -453.0, 'deg']]"
847,5574,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -451.5, 'deg']]"
848,5576,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.1875, 'km/h']]"
849,5585,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -451.5, 'deg']]"
850,5586,705,ENG1S01,"[['EACCP', 17.0, '%']]"
851,5594,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -450.0, 'deg']]"
852,5604,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -450.0, 'deg']]"
853,5614,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -448.5, 'deg']]"
854,5618,705,ENG1S01,"[['EACCP', 18.0, '%']]"
855,5625,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.2109375, 'km/h']]"
856,5625,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -448.5, 'deg']]"
857,5634,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -447.0, 'deg']]"
858,5644,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -447.0, 'deg']]"
859,5649,705,ENG1S01,"[['EACCP', 19.5, '%']]"
860,5654,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -445.5, 'deg']]"
861,5665,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -444.0, 'deg']]"
862,5672,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.23046875, 'km/h']]"
863,5674,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -442.5, 'deg']]"
864,5681,705,ENG1S01,"[['EACCP', 20.5, '%']]"
865,5684,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -442.5, 'deg']]"
866,5694,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -441.0, 'deg']]"
867,5704,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -439.5, 'deg']]"
868,5714,705,ENG1S01,"[['EACCP', 21.5, '%']]"
869,5714,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -438.0, 'deg']]"
870,5720,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.2421875, 'km/h']]"
871,5724,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -436.5, 'deg']]"
872,5734,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -433.5, 'deg']]"
873,5744,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -432.0, 'deg']]"
874,5745,705,ENG1S01,"[['EACCP', 21.5, '%']]"
875,5754,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -430.5, 'deg']]"
876,5764,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -427.5, 'deg']]"
877,5768,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.28515625, 'km/h']]"
878,5774,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -426.0, 'deg']]"
879,5777,705,ENG1S01,"[['EACCP', 21.5, '%']]"
880,5785,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -423.0, 'deg']]"
881,5794,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -421.5, 'deg']]"
882,5804,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -418.5, 'deg']]"
883,5808,705,ENG1S01,"[['EACCP', 21.5, '%']]"
884,5814,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -415.5, 'deg']]"
885,5816,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.31640625, 'km/h']]"
886,5825,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -412.5, 'deg']]"
887,5834,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -409.5, 'deg']]"
888,5840,705,ENG1S01,"[['EACCP', 21.5, '%']]"
889,5843,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -406.5, 'deg']]"
890,5854,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -403.5, 'deg']]"
891,5864,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.33984375, 'km/h']]"
892,5865,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -399.0, 'deg']]"
893,5872,705,ENG1S01,"[['EACCP', 22.0, '%']]"
894,5873,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -396.0, 'deg']]"
895,5884,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -393.0, 'deg']]"
896,5894,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -390.0, 'deg']]"
897,5903,705,ENG1S01,"[['EACCP', 22.0, '%']]"
898,5904,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -385.5, 'deg']]"
899,5912,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.41796875, 'km/h']]"
900,5914,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -381.0, 'deg']]"
901,5924,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -378.0, 'deg']]"
902,5934,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -373.5, 'deg']]"
903,5935,705,ENG1S01,"[['EACCP', 22.0, '%']]"
904,5944,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -369.0, 'deg']]"
905,5954,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -366.0, 'deg']]"
906,5961,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.4765625, 'km/h']]"
907,5963,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -361.5, 'deg']]"
908,5967,705,ENG1S01,"[['EACCP', 22.0, '%']]"
909,5974,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -357.0, 'deg']]"
910,5984,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -352.5, 'deg']]"
911,5993,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -349.5, 'deg']]"
912,5998,705,ENG1S01,"[['EACCP', 22.0, '%']]"
913,6004,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -345.0, 'deg']]"
914,6009,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.51953125, 'km/h']]"
915,6014,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -340.5, 'deg']]"
916,6023,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -336.0, 'deg']]"
917,6030,705,ENG1S01,"[['EACCP', 22.0, '%']]"
918,6034,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -331.5, 'deg']]"
919,6043,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -327.0, 'deg']]"
920,6053,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -322.5, 'deg']]"
921,6057,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.640625, 'km/h']]"
922,6062,705,ENG1S01,"[['EACCP', 22.0, '%']]"
923,6064,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -318.0, 'deg']]"
924,6073,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -313.5, 'deg']]"
925,6084,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -309.0, 'deg']]"
926,6093,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -306.0, 'deg']]"
927,6094,705,ENG1S01,"[['EACCP', 22.0, '%']]"
928,6104,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -301.5, 'deg']]"
929,6105,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.734375, 'km/h']]"
930,6113,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -298.5, 'deg']]"
931,6123,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -294.0, 'deg']]"
932,6125,705,ENG1S01,"[['EACCP', 22.0, '%']]"
933,6134,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -291.0, 'deg']]"
934,6144,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -286.5, 'deg']]"
935,6153,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -283.5, 'deg']]"
936,6154,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.8046875, 'km/h']]"
937,6157,705,ENG1S01,"[['EACCP', 22.0, '%']]"
938,6164,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -280.5, 'deg']]"
939,6174,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -277.5, 'deg']]"
940,6184,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -273.0, 'deg']]"
941,6189,705,ENG1S01,"[['EACCP', 23.0, '%']]"
942,6193,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -270.0, 'deg']]"
943,6201,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 7.85546875, 'km/h']]"
944,6203,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -267.0, 'deg']]"
945,6214,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -264.0, 'deg']]"
946,6221,705,ENG1S01,"[['EACCP', 24.0, '%']]"
947,6224,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -261.0, 'deg']]"
948,6233,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -258.0, 'deg']]"
949,6244,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -255.0, 'deg']]"
950,6249,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.0, 'km/h']]"
951,6252,705,ENG1S01,"[['EACCP', 25.0, '%']]"
952,6253,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -252.0, 'deg']]"
953,6264,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -249.0, 'deg']]"
954,6274,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -246.0, 'deg']]"
955,6284,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -243.0, 'deg']]"
956,6284,705,ENG1S01,"[['EACCP', 25.5, '%']]"
957,6293,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -240.0, 'deg']]"
958,6298,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.109375, 'km/h']]"
959,6304,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -237.0, 'deg']]"
960,6313,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -235.5, 'deg']]"
961,6316,705,ENG1S01,"[['EACCP', 25.5, '%']]"
962,6324,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -231.0, 'deg']]"
963,6333,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -229.5, 'deg']]"
964,6344,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -226.5, 'deg']]"
965,6346,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.3046875, 'km/h']]"
966,6348,705,ENG1S01,"[['EACCP', 25.5, '%']]"
967,6353,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -223.5, 'deg']]"
968,6363,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -220.5, 'deg']]"
969,6373,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -217.5, 'deg']]"
970,6379,705,ENG1S01,"[['EACCP', 25.5, '%']]"
971,6384,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -214.5, 'deg']]"
972,6393,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -211.5, 'deg']]"
973,6394,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.44921875, 'km/h']]"
974,6403,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -208.5, 'deg']]"
975,6411,705,ENG1S01,"[['EACCP', 25.5, '%']]"
976,6413,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -205.5, 'deg']]"
977,6424,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -202.5, 'deg']]"
978,6434,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -199.5, 'deg']]"
979,6442,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.55859375, 'km/h']]"
980,6443,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -196.5, 'deg']]"
981,6444,705,ENG1S01,"[['EACCP', 25.5, '%']]"
982,6454,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -193.5, 'deg']]"
983,6464,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -190.5, 'deg']]"
984,6473,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -187.5, 'deg']]"
985,6475,705,ENG1S01,"[['EACCP', 25.5, '%']]"
986,6484,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -184.5, 'deg']]"
987,6490,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.75, 'km/h']]"
988,6494,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -180.0, 'deg']]"
989,6504,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -177.0, 'deg']]"
990,6507,705,ENG1S01,"[['EACCP', 25.5, '%']]"
991,6514,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -174.0, 'deg']]"
992,6524,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -171.0, 'deg']]"
993,6533,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -168.0, 'deg']]"
994,6538,705,ENG1S01,"[['EACCP', 25.5, '%']]"
995,6538,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 8.89453125, 'km/h']]"
996,6544,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -165.0, 'deg']]"
997,6554,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -160.5, 'deg']]"
998,6564,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -157.5, 'deg']]"
999,6570,705,ENG1S01,"[['EACCP', 25.5, '%']]"
1000,6574,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -154.5, 'deg']]"
1001,6584,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -151.5, 'deg']]"
1002,6586,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.00390625, 'km/h']]"
1003,6594,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -148.5, 'deg']]"
1004,6602,705,ENG1S01,"[['EACCP', 25.5, '%']]"
1005,6604,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -145.5, 'deg']]"
1006,6614,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -141.0, 'deg']]"
1007,6624,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -138.0, 'deg']]"
1008,6633,705,ENG1S01,"[['EACCP', 25.0, '%']]"
1009,6634,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -135.0, 'deg']]"
1010,6634,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.19140625, 'km/h']]"
1011,6644,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -132.0, 'deg']]"
1012,6654,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -129.0, 'deg']]"
1013,6664,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -126.0, 'deg']]"
1014,6665,705,ENG1S01,"[['EACCP', 25.0, '%']]"
1015,6674,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -123.0, 'deg']]"
1016,6683,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.33203125, 'km/h']]"
1017,6684,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -120.0, 'deg']]"
1018,6694,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -117.0, 'deg']]"
1019,6697,705,ENG1S01,"[['EACCP', 24.5, '%']]"
1020,6704,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -114.0, 'deg']]"
1021,6714,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -111.0, 'deg']]"
1022,6724,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -108.0, 'deg']]"
1023,6729,705,ENG1S01,"[['EACCP', 24.5, '%']]"
1024,6731,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.4375, 'km/h']]"
1025,6734,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -105.0, 'deg']]"
1026,6744,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -102.0, 'deg']]"
1027,6754,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -100.5, 'deg']]"
1028,6760,705,ENG1S01,"[['EACCP', 23.5, '%']]"
1029,6764,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -97.5, 'deg']]"
1030,6774,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -94.5, 'deg']]"
1031,6779,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.62890625, 'km/h']]"
1032,6784,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -91.5, 'deg']]"
1033,6792,705,ENG1S01,"[['EACCP', 23.0, '%']]"
1034,6794,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -88.5, 'deg']]"
1035,6804,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -85.5, 'deg']]"
1036,6814,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -82.5, 'deg']]"
1037,6824,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1038,6824,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -79.5, 'deg']]"
1039,6827,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.76953125, 'km/h']]"
1040,6834,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -78.0, 'deg']]"
1041,6844,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -75.0, 'deg']]"
1042,6854,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -72.0, 'deg']]"
1043,6856,705,ENG1S01,"[['EACCP', 21.5, '%']]"
1044,6864,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -69.0, 'deg']]"
1045,6874,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -66.0, 'deg']]"
1046,6875,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.9921875, 'km/h']]"
1047,6884,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -63.0, 'deg']]"
1048,6887,705,ENG1S01,"[['EACCP', 21.5, '%']]"
1049,6894,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -60.0, 'deg']]"
1050,6904,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -57.0, 'deg']]"
1051,6914,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -54.0, 'deg']]"
1052,6919,705,ENG1S01,"[['EACCP', 21.5, '%']]"
1053,6924,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 9.9921875, 'km/h']]"
1054,6924,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -51.0, 'deg']]"
1055,6934,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -46.5, 'deg']]"
1056,6944,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -43.5, 'deg']]"
1057,6951,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1058,6954,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -40.5, 'deg']]"
1059,6964,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -37.5, 'deg']]"
1060,6971,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 10.16015625, 'km/h']]"
1061,6974,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -34.5, 'deg']]"
1062,6983,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1063,6984,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -31.5, 'deg']]"
1064,6994,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -28.5, 'deg']]"
1065,7004,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -24.0, 'deg']]"
1066,7014,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -21.0, 'deg']]"
1067,7014,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1068,7019,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 10.28515625, 'km/h']]"
1069,7025,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -18.0, 'deg']]"
1070,7034,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -15.0, 'deg']]"
1071,7044,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
1072,7046,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1073,7054,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -9.0, 'deg']]"
1074,7064,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -7.5, 'deg']]"
1075,7068,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 10.5078125, 'km/h']]"
1076,7074,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
1077,7078,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1078,7084,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -1.5, 'deg']]"
1079,7094,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 1.5, 'deg']]"
1080,7104,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 3.0, 'deg']]"
1081,7110,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1082,7114,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
1083,7116,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 10.67578125, 'km/h']]"
1084,7124,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
1085,7134,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 10.5, 'deg']]"
1086,7141,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1087,7145,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 12.0, 'deg']]"
1088,7154,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 13.5, 'deg']]"
1089,7164,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 15.0, 'deg']]"
1090,7164,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 10.9296875, 'km/h']]"
1091,7174,705,ENG1S01,"[['EACCP', 22.0, '%']]"
1092,7174,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 16.5, 'deg']]"
1093,7185,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 18.0, 'deg']]"
1094,7194,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 18.0, 'deg']]"
1095,7204,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 19.5, 'deg']]"
1096,7205,705,ENG1S01,"[['EACCP', 22.5, '%']]"
1097,7212,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 11.12109375, 'km/h']]"
1098,7214,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 19.5, 'deg']]"
1099,7224,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 21.0, 'deg']]"
1100,7234,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 21.0, 'deg']]"
1101,7237,705,ENG1S01,"[['EACCP', 22.5, '%']]"
1102,7244,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 21.0, 'deg']]"
1103,7254,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 22.5, 'deg']]"
1104,7260,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 11.3828125, 'km/h']]"
1105,7264,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 22.5, 'deg']]"
1106,7268,705,ENG1S01,"[['EACCP', 22.5, '%']]"
1107,7274,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 22.5, 'deg']]"
1108,7284,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 22.5, 'deg']]"
1109,7294,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 22.5, 'deg']]"
1110,7300,705,ENG1S01,"[['EACCP', 23.0, '%']]"
1111,7305,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 24.0, 'deg']]"
1112,7308,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 11.578125, 'km/h']]"
1113,7314,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 24.0, 'deg']]"
1114,7324,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 24.0, 'deg']]"
1115,7332,705,ENG1S01,"[['EACCP', 23.0, '%']]"
1116,7334,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 24.0, 'deg']]"
1117,7344,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 24.0, 'deg']]"
1118,7354,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 24.0, 'deg']]"
1119,7356,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 11.828125, 'km/h']]"
1120,7364,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 25.5, 'deg']]"
1121,7364,705,ENG1S01,"[['EACCP', 23.0, '%']]"
1122,7374,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 25.5, 'deg']]"
1123,7384,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 25.5, 'deg']]"
1124,7394,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 25.5, 'deg']]"
1125,7395,705,ENG1S01,"[['EACCP', 23.0, '%']]"
