,time,frame_id,msg_name,signals
217,1428,705,ENG1S01,"[['EACCP', 0.0, '%']]"
218,1432,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 3.0, 'deg']]"
219,1442,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 1.5, 'deg']]"
220,1448,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
221,1452,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 0.0, 'deg']]"
222,1460,705,ENG1S01,"[['EACCP', 0.0, '%']]"
223,1462,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 0.0, 'deg']]"
224,1472,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -1.5, 'deg']]"
225,1482,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -3.0, 'deg']]"
226,1492,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
227,1493,705,ENG1S01,"[['EACCP', 0.0, '%']]"
228,1496,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
229,1502,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
230,1512,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -6.0, 'deg']]"
231,1522,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -7.5, 'deg']]"
232,1524,705,ENG1S01,"[['EACCP', 0.0, '%']]"
233,1533,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -7.5, 'deg']]"
234,1542,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -9.0, 'deg']]"
235,1544,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
236,1552,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -9.0, 'deg']]"
237,1555,705,ENG1S01,"[['EACCP', 0.0, '%']]"
238,1562,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -10.5, 'deg']]"
239,1572,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -10.5, 'deg']]"
240,1582,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -10.5, 'deg']]"
241,1587,705,ENG1S01,"[['EACCP', 0.0, '%']]"
242,1592,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
243,1593,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
244,1602,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
245,1612,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
246,1619,705,ENG1S01,"[['EACCP', 0.0, '%']]"
247,1622,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
248,1633,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
249,1640,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
250,1642,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
251,1650,705,ENG1S01,"[['EACCP', 0.0, '%']]"
252,1652,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
253,1662,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
254,1672,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
255,1682,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
256,1683,705,ENG1S01,"[['EACCP', 0.0, '%']]"
257,1688,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
258,1692,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
259,1702,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
260,1712,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
261,1714,705,ENG1S01,"[['EACCP', 0.0, '%']]"
262,1722,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -12.0, 'deg']]"
263,1732,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -10.5, 'deg']]"
264,1736,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
265,1742,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -10.5, 'deg']]"
266,1746,705,ENG1S01,"[['EACCP', 0.0, '%']]"
267,1752,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -9.0, 'deg']]"
268,1762,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -9.0, 'deg']]"
269,1772,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -7.5, 'deg']]"
270,1777,705,ENG1S01,"[['EACCP', 0.0, '%']]"
271,1782,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -6.0, 'deg']]"
272,1785,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
273,1792,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -6.0, 'deg']]"
274,1802,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -4.5, 'deg']]"
275,1809,705,ENG1S01,"[['EACCP', 0.0, '%']]"
276,1812,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -3.0, 'deg']]"
277,1822,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', -1.5, 'deg']]"
278,1832,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 0.0, 'deg']]"
279,1833,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
280,1841,705,ENG1S01,"[['EACCP', 0.0, '%']]"
281,1842,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 1.5, 'deg']]"
282,1852,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 1.5, 'deg']]"
283,1862,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 3.0, 'deg']]"
284,1872,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 4.5, 'deg']]"
285,1873,705,ENG1S01,"[['EACCP', 0.0, '%']]"
286,1881,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
287,1882,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
288,1892,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 6.0, 'deg']]"
289,1902,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
290,1904,705,ENG1S01,"[['EACCP', 0.0, '%']]"
291,1913,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 7.5, 'deg']]"
292,1922,37,STR1S01,"[['SSAZ', 4.5, 'deg'], ['SSA', 9.0, 'deg']]"
293,1929,832,ENG1S05,"[['WSTL', 0.0, ''], ['VNCC', 0.0, 'km/h']]"
